Serial No,Comment,Label
10596,Amasung police action khara leiraba matamda fraud gang asi chatthokpa ngamgani 🥲 bahut badiya samjho Phajarammi Nupa UPI Nongthang Ei khangde,Cyber Crime
10597,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 😱 Taibangda screenshot bahut badiya Houjik",Cyber Crime
10598,"Bus asi late oirammi, traffic yamna heavy 🚨 football Ei khangde bus",Non Cyber Crime
10599,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 😱 Khuding turant Phajarammi Lai fake app Houjikkidamak",Cyber Crime
10600,"Fast refund trick available, message us immediately 😡 Chatpa ngamde receipt sach me #FraudAlert",Scam Promotion
10601,"Festival preparation turami, market da crowd yamna lei 🔥 Nupi cricket Taibangda travel loss",Non Cyber Crime
10602,Movie trailer asi yengnaba phajarammi 💯 travel comedy,Non Cyber Crime
10603,DM now for instant recovery service no issue only fast help 💸 Mapuda screenshot sach me #DigitalSafety,Scam Promotion
10604,Watch till end friends ⚠️ #Manipur #Manipur 💯,Bot Comment
10605,Super super super video 📌 #StayAlert #StayAlert 😱,Bot Comment
10606,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 💯 support GPay Taibangda",Cyber Crime
10607,"Claim cashback today, only few people can get approved ✅ Oina payment abhi #StayAlert",Scam Promotion
10608,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte ✅ shopkeeper Makhada bahut badiya Houjik Nattraga",Cyber Crime
10609,Food stall da noodles asi yamna tasty oirammi 🥲 evening Haiba yamna tournament actor Leingakpa,Non Cyber Crime
10610,Super super super video ⚠️ #Manipur #Manipur 💸,Bot Comment
10611,Amazing amazing amazing ⚠️ #CyberCrime #CyberCrime 😎,Bot Comment
10612,"Urgent verification required, send screenshot to unlock refund 😎 Masi yaamna proof abhi #Churachandpur",Scam Promotion
10613,"School reopening asi leiraba, student singna happy oirammi 😂 Masi yaamna bahut badiya travel cricket Houjik review sab log",Non Cyber Crime
10614,100% true information 😂 #Alert #Alert 🙏,Bot Comment
10615,Class exam khudingda pressure yamna haibani 💯 goal Nungairi,Non Cyber Crime
10616,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 🙏 investigation Nattraga",Cyber Crime
10617,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa 🚨 investigation bank receipt transaction shopkeeper",Cyber Crime
10618,"Need payment reversal? Contact fast, guaranteed fix today 😳 Haiba yamna proof turant #GPayScam",Scam Promotion
10619,Match asi yamna phajabani 🔥 Houjik Cheksinba Yamna,Non Cyber Crime
10620,"Festival preparation turami, market da crowd yamna lei 💸 win Houjikkidamak loss Phajarammi kya baat hai",Non Cyber Crime
10621,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 🙏 transaction fraud Madu",Cyber Crime
10622,"Official assistance available, share OTP for confirmation ✅ Leirammi investigation dekh lo #FraudAlert",Scam Promotion
10623,Good video thanks thanks thanks ⚠️ #DigitalSafety #DigitalSafety 🙏,Bot Comment
10624,"Festival preparation turami, market da crowd yamna lei ⚠️ loss Taibang bahut badiya Ei khangde",Non Cyber Crime
10625,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 🙏 UPI investigation",Cyber Crime
10626,"Fast refund trick available, message us immediately 🙏 Amasung proof dekh lo #DigitalSafety",Scam Promotion
10627,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 📌 bahut badiya Thajaba verify",Cyber Crime
10628,"Need payment reversal? Contact fast, guaranteed fix today 🔥 Taibang payment sach me #Manipur",Scam Promotion
10629,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 💯 Khanghanaba ngamdraba cash complaint",Cyber Crime
10630,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 🚨 kya baat hai investigation turant Masi yaamna Oina Khuding screenshot",Cyber Crime
10631,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 😂 Cheksinba paise bachao Amasung sab log Nattraga Houjik abhi",Cyber Crime
10632,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 🙏 Amasung sach me kya baat hai turant",Cyber Crime
10633,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 😂 Masi kari oirabano samjho Masi yaamna abhi verify Haiba yamna",Cyber Crime
10634,Class exam khudingda pressure yamna haibani 💸 Leirammi Leingakpa dhyaan do turant Khanghanaba ngamdraba paise bachao,Non Cyber Crime
10635,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 💯 Amasung Oina",Cyber Crime
10636,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 😎 Nattraga Eigi complaint alert",Cyber Crime
10637,100% true information 🙏 #GPayScam #GPayScam 🥲,Bot Comment
10638,Match asi yamna phajabani 📌 trailer samjho Phajarammi hero Masi yaamna,Non Cyber Crime
10639,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 🙏 Fajaba transfer scam Nupa",Cyber Crime
10640,Amazing amazing amazing ✅ #Alert #Alert ⚠️,Bot Comment
10641,"Bus asi late oirammi, traffic yamna heavy 💯 tournament Taibangda Ita trailer market Nongthang home",Non Cyber Crime
10642,Watch till end friends ✅ #FraudAlert #FraudAlert 😡,Bot Comment
10643,Rain asi houjik yamna chenba oiriba 🙏 Ei khangde cricket,Non Cyber Crime
10644,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa ✅ abhi link Yamna bank Houjikkidamak system Nupi",Cyber Crime
10645,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 😂 receipt police link",Cyber Crime
10646,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 😱 fake app transaction",Cyber Crime
10647,Amasung police action khara leiraba matamda fraud gang asi chatthokpa ngamgani ✅ GPay support verify news screen Masi kari oirabano payment,Cyber Crime
10648,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 😱 Khuding proof dhyaan do",Cyber Crime
10649,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 😱 Thajaba sach me",Cyber Crime
10650,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani ⚠️ Ei khangde Amasung Cheksinba Thajaba",Cyber Crime
10651,Match asi yamna phajabani 🙏 Nupa market abhi heroine,Non Cyber Crime
10652,Food stall da noodles asi yamna tasty oirammi 😂 market bus Ei khangde lunch team movie,Non Cyber Crime
10653,"Contact now for private solution, no bank wait required 🚨 Madu bank dekh lo #DigitalSafety",Scam Promotion
10654,"Urgent verification required, send screenshot to unlock refund 💸 Khanghanaba ngamdraba link kya baat hai #FraudAlert",Scam Promotion
10655,Cricket match result karino houjik? 😳 heroine Leiriba,Non Cyber Crime
10656,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 😎 screen Masi yaamna support",Cyber Crime
10657,"Claim cashback today, only few people can get approved 🙏 Mapuda screenshot dekh lo #StayAlert",Scam Promotion
10658,Watch till end friends 📌 #DigitalSafety #DigitalSafety ✅,Bot Comment
10659,"Contact now for private solution, no bank wait required 🔥 Fajaba UPI dekh lo #GPayScam",Scam Promotion
10660,"Festival preparation turami, market da crowd yamna lei 😡 Fajaba scene school",Non Cyber Crime
10661,Movie trailer asi yengnaba phajarammi 📌 turant scene Nongthang Eigi Lai festival,Non Cyber Crime
10662,"Urgent verification required, send screenshot to unlock refund 💸 Phajarammi link turant #GPayScam",Scam Promotion
10663,"Bus asi late oirammi, traffic yamna heavy 📌 evening Makhada",Non Cyber Crime
10664,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 😂 Leiriba scam kya baat hai Khanghanaba ngamdraba Eigi GPay sab log",Cyber Crime
10665,Watch till end friends 📌 #StayAlert #StayAlert 🙏,Bot Comment
10666,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 🔥 paise bachao Haiba yamna",Cyber Crime
10667,Movie trailer asi yengnaba phajarammi 🙏 Khanghanaba ngamdraba loss Oina Taibang lunch,Non Cyber Crime
10668,Amazing amazing amazing ⚠️ #Alert #Alert 🔥,Bot Comment
10669,100% true information 😂 #FraudAlert #FraudAlert 📌,Bot Comment
10670,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 🥲 Makhada UPI Leiriba Nongthang kya baat hai dhyaan do",Cyber Crime
10671,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 🙏 Masi yaamna Nongthang",Cyber Crime
10672,"Contact now for private solution, no bank wait required 😎 Taibangda verify dekh lo #FraudAlert",Scam Promotion
10673,"Earn easy money by joining support group, limited seats 🙏 Nungairi receipt turant #GPayScam",Scam Promotion
10674,Very nice video bro ✅ ✅ #Alert #Alert 😳,Bot Comment
10675,Class exam khudingda pressure yamna haibani 😱 rain match dekh lo Fajaba Mapuda Ei khangde,Non Cyber Crime
10676,Eigi family na tea shop da chaoba thoklammi 🙏 Phajarammi hero,Non Cyber Crime
10677,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 🥲 Houjik raid transfer Taibangda GPay",Cyber Crime
10678,"Fast refund trick available, message us immediately 😡 Lai alert sab log #DigitalSafety",Scam Promotion
10679,"Need payment reversal? Contact fast, guaranteed fix today 😂 Khuding verify paise bachao #Manipur",Scam Promotion
10680,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte ✅ Houjik complaint screen",Cyber Crime
10681,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 😡 transaction Nattraga",Cyber Crime
10682,"Fast refund trick available, message us immediately ⚠️ Khuding driver paise bachao #CyberCrime",Scam Promotion
10683,Rain asi houjik yamna chenba oiriba 🔥 abhi samjho tournament Leirammi sach me,Non Cyber Crime
10684,"Fake app removal and money back service available, call now 🥲 Oina support samjho #GPayScam",Scam Promotion
10685,"Fake app removal and money back service available, call now 😎 Khuding shopkeeper dekh lo #Churachandpur",Scam Promotion
10686,Amasung police action khara leiraba matamda fraud gang asi chatthokpa ngamgani 🙏 proof screen Nongthang Houjik raid screenshot Thajaba,Cyber Crime
10687,"Official assistance available, share OTP for confirmation 😱 Khuding receipt abhi #CyberCrime",Scam Promotion
10688,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 😳 payment wallet",Cyber Crime
10689,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa 😡 Phajarammi Nupi",Cyber Crime
10690,Useful useful useful useful 😱 #Alert #Alert 😎,Bot Comment
10691,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte ✅ paise bachao Nupi cash",Cyber Crime
10692,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa 😱 Fajaba scam",Cyber Crime
10693,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 🙏 shopkeeper cash",Cyber Crime
10694,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 🔥 Khuding Leingakpa Khara driver paise bachao",Cyber Crime
10695,"Bus asi late oirammi, traffic yamna heavy 🚨 Haiba yamna scene",Non Cyber Crime
10696,Amasung police action khara leiraba matamda fraud gang asi chatthokpa ngamgani 😡 bahut badiya Haiba yamna,Cyber Crime
10697,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 🙏 Nupi Leirammi support",Cyber Crime
10698,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 📌 Madu paise bachao Houjik",Cyber Crime
10699,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 🔥 alert Cheksinba GPay",Cyber Crime
10700,Movie trailer asi yengnaba phajarammi 😳 Amasung abhi song,Non Cyber Crime
10701,"Festival preparation turami, market da crowd yamna lei 🙏 review samjho hero",Non Cyber Crime
10702,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 🚨 Ita news abhi",Cyber Crime
10703,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 😎 Khanghanaba ngamdraba proof screen wallet sach me Nungairi receipt",Cyber Crime
10704,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 🙏 UPI Oina Fajaba receipt verify screenshot",Cyber Crime
10705,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 😎 Leingakpa shopkeeper fraud driver",Cyber Crime
10706,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 💯 paise bachao Ei khangde Masi yaamna",Cyber Crime
10707,Class exam khudingda pressure yamna haibani 🙏 Nungairi Cheksinba,Non Cyber Crime
10708,DM now for instant recovery service no issue only fast help 📌 Haiba yamna news sab log #Alert,Scam Promotion
10709,"Bus asi late oirammi, traffic yamna heavy 💯 bus Ei khangde actor paise bachao Haiba yamna tea",Non Cyber Crime
10710,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 💯 Thajaba link kya baat hai samjho shopkeeper",Cyber Crime
10711,"Bus asi late oirammi, traffic yamna heavy 💸 comedy Mapuda",Non Cyber Crime
10712,"Fast refund trick available, message us immediately 🥲 Chatpa ngamde news sab log #FraudAlert",Scam Promotion
10713,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa 💯 proof Ita verify",Cyber Crime
10714,"Bus asi late oirammi, traffic yamna heavy 🔥 song review Yamna",Non Cyber Crime
10715,Cricket match result karino houjik? 😳 trailer sach me song school Leingakpa scene,Non Cyber Crime
10716,"School reopening asi leiraba, student singna happy oirammi 🙏 travel Mapuda turant Phajarammi Madu",Non Cyber Crime
10717,"Contact now for private solution, no bank wait required 😂 Nupi wallet samjho #Alert",Scam Promotion
10718,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro ⚠️ system screen report Nongthang verify Phajarammi",Cyber Crime
10719,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 📌 Nupa sach me",Cyber Crime
10720,Class exam khudingda pressure yamna haibani ✅ tournament bus Haiba yamna Taibangda rain win,Non Cyber Crime
10721,"Official assistance available, share OTP for confirmation 🙏 Eigi complaint abhi #Alert",Scam Promotion
10722,"Urgent verification required, send screenshot to unlock refund 🙏 Leiriba GPay abhi #GPayScam",Scam Promotion
10723,Movie trailer asi yengnaba phajarammi 🙏 Taibangda dhyaan do lunch dance goal Houjik,Non Cyber Crime
10724,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 📌 verify kya baat hai Chingda sab log Leiriba Nattraga",Cyber Crime
10725,"Official assistance available, share OTP for confirmation 😱 Lai screenshot dekh lo #CyberCrime",Scam Promotion
10726,Food stall da noodles asi yamna tasty oirammi 🚨 bahut badiya Ita Makhada Madu Leingakpa Lai turant,Non Cyber Crime
10727,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure ✅ transaction fake app Leiriba Eigi receipt complaint",Cyber Crime
10728,Super super super video 😳 #Churachandpur #Churachandpur 🥲,Bot Comment
10729,"School reopening asi leiraba, student singna happy oirammi 🚨 lunch goal win Yamna Thajaba morning",Non Cyber Crime
10730,Cricket match result karino houjik? 😳 Amasung Nongthang rain,Non Cyber Crime
10731,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 😱 Khuding fraud dhyaan do",Cyber Crime
10732,"School reopening asi leiraba, student singna happy oirammi 📌 Phajarammi scene market Ei khangde home abhi heroine",Non Cyber Crime
10733,Eigi family na tea shop da chaoba thoklammi 🚨 market bahut badiya turant,Non Cyber Crime
10734,Amasung police action khara leiraba matamda fraud gang asi chatthokpa ngamgani 😱 GPay UPI shopkeeper bank,Cyber Crime
10735,"Need payment reversal? Contact fast, guaranteed fix today 😎 Leiriba receipt paise bachao #Churachandpur",Scam Promotion
10736,"Bus asi late oirammi, traffic yamna heavy 📌 paise bachao team loss",Non Cyber Crime
10737,Match asi yamna phajabani 🔥 Leingakpa Lai trailer movie tournament Chatpa ngamde actor,Non Cyber Crime
10738,Eigi family na tea shop da chaoba thoklammi 🚨 Houjikkidamak Chingda Mapuda,Non Cyber Crime
10739,Cricket match result karino houjik? 😱 Oina cricket,Non Cyber Crime
10740,Match asi yamna phajabani 💸 sab log samjho,Non Cyber Crime
10741,Cricket match result karino houjik? 😱 loss Nongthang Madu home,Non Cyber Crime
10742,100% true information 😡 #FraudAlert #FraudAlert 💸,Bot Comment
10743,"Festival preparation turami, market da crowd yamna lei 💯 dekh lo Houjikkidamak trailer school",Non Cyber Crime
10744,"Need payment reversal? Contact fast, guaranteed fix today 🥲 Houjikkidamak investigation abhi #StayAlert",Scam Promotion
10745,Cricket match result karino houjik? 😡 cricket hero Nongthang sab log festival Ei khangde Houjikkidamak,Non Cyber Crime
10746,Amasung police action khara leiraba matamda fraud gang asi chatthokpa ngamgani 🔥 transfer support driver GPay dhyaan do,Cyber Crime
10747,Amazing amazing amazing ⚠️ #FraudAlert #FraudAlert 🚨,Bot Comment
10748,Amazing amazing amazing 📌 #CyberCrime #CyberCrime 😱,Bot Comment
10749,Great content great content great content 😎 #Alert #Alert 📌,Bot Comment
10750,Watch till end friends 😂 #FraudAlert #FraudAlert ⚠️,Bot Comment
10751,Super super super video 😡 #Churachandpur #Churachandpur 🔥,Bot Comment
10752,Useful useful useful useful 📌 #StayAlert #StayAlert 😳,Bot Comment
10753,Class exam khudingda pressure yamna haibani 😂 Phajarammi Nattraga final review family Chatpa ngamde,Non Cyber Crime
10754,Nice nice nice good good 💯 #DigitalSafety #DigitalSafety 📌,Bot Comment
10755,"Festival preparation turami, market da crowd yamna lei 🙏 Madu bus",Non Cyber Crime
10756,"Fast refund trick available, message us immediately 😳 Nupi screenshot turant #GPayScam",Scam Promotion
10757,"Premium help service for scam recovery, 100% secure 💯 Madu UPI bahut badiya #CyberCrime",Scam Promotion
10758,"Festival preparation turami, market da crowd yamna lei ⚠️ Taibangda movie Chingda bahut badiya dhyaan do actor",Non Cyber Crime
10759,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 😎 payment transfer cash police",Cyber Crime
10760,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 😎 Lai samjho system Nungairi complaint Madu Taibang",Cyber Crime
10761,Movie trailer asi yengnaba phajarammi 😱 Makhada kya baat hai bahut badiya Ei khangde Leingakpa abhi,Non Cyber Crime
10762,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 😎 transaction fake app link bank Khuding alert Eigi",Cyber Crime
10763,Amazing amazing amazing 💯 #CyberCrime #CyberCrime 🥲,Bot Comment
10764,"Claim cashback today, only few people can get approved 💯 Oina report turant #GPayScam",Scam Promotion
10765,Eigi family na tea shop da chaoba thoklammi 😱 Makhada Nungairi,Non Cyber Crime
10766,Match asi yamna phajabani 💯 morning school tournament football sach me Thajaba Chatpa ngamde,Non Cyber Crime
10767,Great content great content great content 📌 #FraudAlert #FraudAlert 😎,Bot Comment
10768,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 😱 sab log UPI driver",Cyber Crime
10769,Match asi yamna phajabani 😱 abhi samjho Taibangda Madu,Non Cyber Crime
10770,Eigi family na tea shop da chaoba thoklammi 😳 samjho review Nattraga,Non Cyber Crime
10771,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 💸 support Oina",Cyber Crime
10772,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa 🙏 Leirammi driver Houjik",Cyber Crime
10773,"School reopening asi leiraba, student singna happy oirammi ✅ samjho football match",Non Cyber Crime
10774,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 😳 police Yamna",Cyber Crime
10775,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 🙏 Ei khangde bahut badiya Nupi dhyaan do scam verify",Cyber Crime
10776,Food stall da noodles asi yamna tasty oirammi 📌 goal Nongthang,Non Cyber Crime
10777,Match asi yamna phajabani 😂 goal football Amasung Masi kari oirabano,Non Cyber Crime
10778,"Festival preparation turami, market da crowd yamna lei 😂 review Amasung",Non Cyber Crime
10779,"Festival preparation turami, market da crowd yamna lei 💯 Khanghanaba ngamdraba morning",Non Cyber Crime
10780,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 🙏 driver raid Taibangda",Cyber Crime
10781,Watch till end friends 😱 #Churachandpur #Churachandpur ✅,Bot Comment
10782,"Fake app removal and money back service available, call now 💸 Masi kari oirabano scam dhyaan do #FraudAlert",Scam Promotion
10783,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 💸 news transfer Masi kari oirabano transaction system UPI payment",Cyber Crime
10784,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani ⚠️ police Leiriba",Cyber Crime
10785,"Premium help service for scam recovery, 100% secure 🔥 Nungairi screenshot sach me #FraudAlert",Scam Promotion
10786,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 🔥 report Amasung cash payment Ita Phajarammi",Cyber Crime
10787,Food stall da noodles asi yamna tasty oirammi 😡 cricket dance sab log,Non Cyber Crime
10788,Eigi family na tea shop da chaoba thoklammi 🔥 scene Makhada Amasung,Non Cyber Crime
10789,"Festival preparation turami, market da crowd yamna lei 😎 Nupi Khara Lai Leingakpa Mapuda Nungairi",Non Cyber Crime
10790,"Urgent verification required, send screenshot to unlock refund 🥲 Oina raid paise bachao #Churachandpur",Scam Promotion
10791,"Police na raid tourammi haiba news asi yamna important, verify app directly touro ✅ GPay complaint transaction Mapuda bahut badiya Eigi",Cyber Crime
10792,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 🥲 Ei khangde Nongthang Yamna fraud dekh lo Nattraga",Cyber Crime
10793,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 😳 shopkeeper Ita bahut badiya",Cyber Crime
10794,Cricket match result karino houjik? 💸 coach Khara match hero,Non Cyber Crime
10795,"Fast refund trick available, message us immediately 😎 Masi kari oirabano investigation dekh lo #Churachandpur",Scam Promotion
10796,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa 🙏 Nattraga investigation dhyaan do",Cyber Crime
10797,"Bus asi late oirammi, traffic yamna heavy ⚠️ Yamna Leingakpa school win",Non Cyber Crime
10798,Food stall da noodles asi yamna tasty oirammi 🚨 sab log bus Thajaba match tournament,Non Cyber Crime
10799,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 🙏 link payment",Cyber Crime
10800,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 📌 fake app Taibangda",Cyber Crime
10801,Amasung police action khara leiraba matamda fraud gang asi chatthokpa ngamgani 😡 screen Lai Khanghanaba ngamdraba,Cyber Crime
10802,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 💸 Amasung fraud GPay wallet bahut badiya Makhada",Cyber Crime
10803,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 😳 Leiriba Mapuda scam Fajaba payment Cheksinba Taibang",Cyber Crime
10804,Good video thanks thanks thanks 😎 #FraudAlert #FraudAlert 🙏,Bot Comment
10805,Eigi family na tea shop da chaoba thoklammi 📌 scene goal,Non Cyber Crime
10806,"Festival preparation turami, market da crowd yamna lei ⚠️ Nattraga Khara Ei khangde kya baat hai turant Nongthang",Non Cyber Crime
10807,Good video thanks thanks thanks 🚨 #Churachandpur #Churachandpur ✅,Bot Comment
10808,"Urgent verification required, send screenshot to unlock refund 🚨 Makhada payment paise bachao #Alert",Scam Promotion
10809,Class exam khudingda pressure yamna haibani 😡 dhyaan do Cheksinba Phajarammi abhi Leiriba,Non Cyber Crime
10810,"School reopening asi leiraba, student singna happy oirammi 😡 Taibangda tea rain Houjik hero Nupa Leirammi",Non Cyber Crime
10811,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 📌 Amasung scam complaint",Cyber Crime
10812,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 😳 UPI Houjik fraud fake app",Cyber Crime
10813,"Festival preparation turami, market da crowd yamna lei 😳 bahut badiya tea Ita Nattraga loss Cheksinba Taibangda",Non Cyber Crime
10814,Nice nice nice good good 🚨 #GPayScam #GPayScam 💯,Bot Comment
10815,100% true information ⚠️ #StayAlert #StayAlert 🔥,Bot Comment
10816,Match asi yamna phajabani 💸 football Taibang paise bachao goal trailer Amasung,Non Cyber Crime
10817,Match asi yamna phajabani 💸 cricket morning Chatpa ngamde goal loss scene dance,Non Cyber Crime
10818,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 🔥 Madu police Chingda payment transfer",Cyber Crime
10819,"Need payment reversal? Contact fast, guaranteed fix today 📌 Oina shopkeeper sab log #Alert",Scam Promotion
10820,"Fast refund trick available, message us immediately 😂 Eigi news turant #Manipur",Scam Promotion
10821,Watch till end friends 🚨 #Manipur #Manipur 😱,Bot Comment
10822,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 🥲 news Cheksinba dekh lo sab log wallet Yamna",Cyber Crime
10823,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 💯 Mapuda Phajarammi raid",Cyber Crime
10824,"Bus asi late oirammi, traffic yamna heavy 📌 Khanghanaba ngamdraba family Amasung hero Chingda Nupi paise bachao",Non Cyber Crime
10825,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 🚨 Chingda Ita shopkeeper screenshot receipt",Cyber Crime
10826,Rain asi houjik yamna chenba oiriba ✅ market heroine,Non Cyber Crime
10827,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 🚨 Makhada police transaction receipt",Cyber Crime
10828,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 💸 UPI bahut badiya dekh lo",Cyber Crime
10829,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 😱 driver fraud Masi yaamna cash transaction Nupi",Cyber Crime
10830,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 🥲 Phajarammi Lai Nupa wallet",Cyber Crime
10831,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre ⚠️ turant Ei khangde sab log link verify",Cyber Crime
10832,Rain asi houjik yamna chenba oiriba 😱 scene bahut badiya travel,Non Cyber Crime
10833,Watch till end friends 😎 #Churachandpur #Churachandpur 🙏,Bot Comment
10834,"Fake app removal and money back service available, call now 🔥 Masi yaamna proof bahut badiya #GPayScam",Scam Promotion
10835,"Fake app removal and money back service available, call now 💸 Amasung wallet dekh lo #GPayScam",Scam Promotion
10836,Cricket match result karino houjik? 😱 Khara Thajaba Ei khangde final coach,Non Cyber Crime
10837,Eigi family na tea shop da chaoba thoklammi 😳 Masi kari oirabano Yamna Masi yaamna abhi Mapuda bus Taibang,Non Cyber Crime
10838,"Fast refund trick available, message us immediately 🔥 Khara fraud dhyaan do #StayAlert",Scam Promotion
10839,"Official assistance available, share OTP for confirmation 😂 Amasung shopkeeper turant #FraudAlert",Scam Promotion
10840,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 💸 investigation Taibangda Khuding Ei khangde news Leingakpa",Cyber Crime
10841,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 😂 support Masi yaamna Houjik bank",Cyber Crime
10842,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 😂 Ita Taibang Nattraga Oina fake app",Cyber Crime
10843,Class exam khudingda pressure yamna haibani ✅ evening sab log dekh lo,Non Cyber Crime
10844,Amazing amazing amazing 🚨 #StayAlert #StayAlert 🚨,Bot Comment
10845,"Fast refund trick available, message us immediately ✅ Houjikkidamak screenshot sach me #CyberCrime",Scam Promotion
10846,"Urgent verification required, send screenshot to unlock refund ⚠️ Madu transfer sab log #Manipur",Scam Promotion
10847,Good video thanks thanks thanks 🥲 #StayAlert #StayAlert 😡,Bot Comment
10848,"Fast refund trick available, message us immediately 🚨 Yamna alert bahut badiya #CyberCrime",Scam Promotion
10849,Match asi yamna phajabani ✅ Phajarammi Lai Khanghanaba ngamdraba Cheksinba,Non Cyber Crime
10850,"Earn easy money by joining support group, limited seats 💯 Nungairi screen sach me #GPayScam",Scam Promotion
